"1995-1996 County To County Migration Inflows",,,,,,Indiana,,,,,
"(Aggregate money amounts in thousands of dollars)",,,,,,,,,,,
,,,,,,,,,,,
"Migration Into",,"Migration From",,,,Number,Number,Aggregate,,,
18,097,39,061,OH,"Hamilton County",175,270,7669,,,
18,097,39,049,OH,"Franklin County",167,285,5581,,,
18,097,18,065,IN,"Henry County",165,276,4540,,,
18,097,18,163,IN,"Vanderburgh County",148,223,3804,,,
18,097,21,111,KY,"Jefferson County",140,226,4311,,,
18,097,18,133,IN,"Putnam County",139,225,3234,,,
18,097,39,113,OH,"Montgomery County",132,244,4375,,,
18,097,57,005,FR,"Foreign - APO/FPO ZIPs",130,271,2828,,,
18,097,18,053,IN,"Grant County",123,184,2662,,,
18,097,18,177,IN,"Wayne County",123,188,3106,,,
18,097,18,127,IN,"Porter County",115,162,2900,,,
18,097,17,043,IL,"Du Page County",109,204,5073,,,
18,097,48,201,TX,"Harris County",105,218,3906,,,
18,097,26,125,MI,"Oakland County",100,158,4788,,,
18,097,06,073,CA,"San Diego County",95,171,2920,,,
18,097,18,039,IN,"Elkhart County",91,143,2316,,,
18,097,29,189,MO,"St Louis County",90,153,4370,,,
18,097,12,011,FL,"Broward County",88,160,2795,,,
18,097,04,013,AZ,"Maricopa County",86,156,3065,,,
18,097,18,107,IN,"Montgomery County",86,131,2635,,,
18,097,18,013,IN,"Brown County",79,145,2536,,,
18,097,06,059,CA,"Orange County",70,145,2360,,,
18,097,06,081,CA,"San Mateo County",69,155,3586,,,
18,097,12,103,FL,"Pinellas County",69,113,1559,,,
18,097,39,035,OH,"Cuyahoga County",69,121,2684,,,
18,097,18,091,IN,"La Porte County",68,111,1709,,,
18,097,06,001,CA,"Alameda County",67,149,3215,,,
18,097,48,113,TX,"Dallas County",66,119,2256,,,
18,097,18,085,IN,"Kosciusko County",63,90,1445,,,
18,097,26,163,MI,"Wayne County",63,117,1740,,,
18,097,21,067,KY,"Fayette County",61,89,2063,,,
18,097,47,037,TN,"Davidson County",60,104,1355,,,
18,097,18,019,IN,"Clark County",59,100,1762,,,
18,097,47,157,TN,"Shelby County",59,111,1918,,,
18,097,12,095,FL,"Orange County",58,104,1464,,,
18,097,27,053,MN,"Hennepin County",58,105,2385,,,
18,097,39,017,OH,"Butler County",58,85,1671,,,
18,097,18,119,IN,"Owen County",55,85,1137,,,
18,097,17,097,IL,"Lake County",53,79,2442,,,
18,097,55,079,WI,"Milwaukee County",53,98,1908,,,
18,097,42,003,PA,"Allegheny County",52,91,1929,,,
18,097,18,041,IN,"Fayette County",51,81,1064,,,
18,097,48,439,TX,"Tarrant County",51,90,1790,,,
18,097,18,083,IN,"Knox County",48,70,808,,,
18,097,39,095,OH,"Lucas County",48,75,1786,,,
18,097,12,057,FL,"Hillsborough County",46,85,1388,,,
18,097,26,081,MI,"Kent County",46,82,1256,,,
18,097,18,017,IN,"Cass County",45,66,1042,,,
18,097,18,139,IN,"Rush County",45,69,1557,,,
18,097,15,003,HI,"Honolulu County",43,92,1106,,,
18,097,17,019,IL,"Champaign County",43,69,1331,,,
18,097,18,093,IN,"Lawrence County",43,66,1071,,,
18,097,12,025,FL,"Dade County",42,76,1127,,,
18,097,13,089,GA,"De Kalb County",42,98,2416,,,
18,097,18,071,IN,"Jackson County",42,62,1111,,,
18,097,18,159,IN,"Tipton County",42,64,951,,,
18,097,48,029,TX,"Bexar County",42,80,1137,,,
18,097,53,033,WA,"King County",41,66,1446,,,
18,097,18,021,IN,"Clay County",40,72,1008,,,
18,097,32,003,NV,"Clark County",40,66,835,,,
18,097,12,099,FL,"Palm Beach County",39,72,1610,,,
18,097,17,167,IL,"Sangamon County",38,85,1365,,,
18,097,17,183,IL,"Vermilion County",38,69,1275,,,
18,097,18,023,IN,"Clinton County",38,65,884,,,
18,097,18,047,IN,"Franklin County",38,62,996,,,
18,097,18,103,IN,"Miami County",38,50,887,,,
18,097,18,173,IN,"Warrick County",38,54,1231,,,
18,097,04,019,AZ,"Pima County",37,69,1148,,,
18,097,13,121,GA,"Fulton County",37,70,1121,,,
18,097,18,079,IN,"Jennings County",37,70,874,,,
18,097,26,161,MI,"Washtenaw County",37,77,1786,,,
18,097,36,061,NY,"New York County",37,52,1943,,,
18,097,51,059,VA,"Fairfax County",37,60,1586,,,
18,097,12,071,FL,"Lee County",36,47,851,,,
18,097,13,067,GA,"Cobb County",36,68,1875,,,
18,097,17,143,IL,"Peoria County",34,67,1256,,,
18,097,37,051,NC,"Cumberland County",34,73,887,,,
18,097,06,071,CA,"San Bernardino Count",33,78,888,,,
18,097,06,085,CA,"Santa Clara County",33,71,1476,,,
18,097,12,031,FL,"Duval County",33,65,745,,,
18,097,29,510,MO,"St Louis",33,56,753,,,
18,097,39,153,OH,"Summit County",33,54,1383,,,
18,097,48,027,TX,"Bell County",33,84,596,,,
18,097,48,141,TX,"El Paso County",32,67,709,,,
18,097,06,067,CA,"Sacramento County",31,60,1152,,,
18,097,18,031,IN,"Decatur County",31,55,742,,,
18,097,18,043,IN,"Floyd County",31,47,756,,,
18,097,48,215,TX,"Hidalgo County",31,80,510,,,
18,097,12,115,FL,"Sarasota County",30,44,740,,,
18,097,21,117,KY,"Kenton County",30,50,1225,,,
18,097,08,041,CO,"El Paso County",29,65,483,,,
18,097,18,181,IN,"White County",29,40,602,,,
18,097,12,081,FL,"Manatee County",28,47,810,,,
18,097,13,135,GA,"Gwinnett County",28,53,1060,,,
18,097,18,015,IN,"Carroll County",28,34,678,,,
18,097,18,055,IN,"Greene County",28,45,548,,,
18,097,20,091,KS,"Johnson County",28,39,1241,,,
18,097,26,077,MI,"Kalamazoo County",28,46,762,,,
18,097,51,810,VA,"Virginia Beach",28,48,554,,,
18,097,18,037,IN,"Dubois County",27,39,695,,,
18,097,26,065,MI,"Ingham County",27,40,859,,,
18,097,39,057,OH,"Greene County",27,41,665,,,
18,097,12,127,FL,"Volusia County",26,44,504,,,
18,097,17,089,IL,"Kane County",26,43,970,,,
18,097,18,077,IN,"Jefferson County",26,44,542,,,
18,097,18,121,IN,"Parke County",26,35,611,,,
18,097,29,095,MO,"Jackson County",26,43,838,,,
18,097,37,119,NC,"Mecklenburg County",26,42,812,,,
18,097,53,053,WA,"Pierce County",26,68,717,,,
18,097,18,099,IN,"Marshall County",25,34,598,,,
18,097,36,081,NY,"Queens County",25,46,751,,,
18,097,37,133,NC,"Onslow County",25,43,377,,,
18,097,39,025,OH,"Clermont County",25,49,1149,,,
18,097,17,115,IL,"Macon County",24,43,638,,,
18,097,18,027,IN,"Daviess County",24,35,451,,,
18,097,18,135,IN,"Randolph County",24,29,494,,,
18,097,18,165,IN,"Vermillion County",24,40,566,,,
18,097,21,093,KY,"Hardin County",24,53,668,,,
18,097,24,033,MD,"Prince George's Coun",24,42,764,,,
18,097,55,025,WI,"Dane County",24,37,750,,,
18,097,06,013,CA,"Contra Costa County",23,51,1095,,,
18,097,24,031,MD,"Montgomery County",23,36,1140,,,
18,097,26,099,MI,"Macomb County",23,37,866,,,
18,097,39,023,OH,"Clark County",23,36,428,,,
18,097,17,179,IL,"Tazewell County",22,35,469,,,
18,097,18,169,IN,"Wabash County",22,28,452,,,
18,097,25,017,MA,"Middlesex County",22,36,1089,,,
18,097,48,453,TX,"Travis County",22,45,536,,,
18,097,08,005,CO,"Arapahoe County",21,40,551,,,
18,097,08,031,CO,"Denver County",21,33,611,,,
18,097,11,001,DC,"District Of Columbia",21,25,584,,,
18,097,12,009,FL,"Brevard County",21,32,400,,,
18,097,12,021,FL,"Collier County",21,31,715,,,
18,097,12,105,FL,"Polk County",21,48,489,,,
18,097,18,069,IN,"Huntington County",21,24,486,,,
18,097,18,073,IN,"Jasper County",21,34,425,,,
18,097,18,153,IN,"Sullivan County",21,36,468,,,
18,097,21,047,KY,"Christian County",21,47,424,,,
18,097,26,021,MI,"Berrien County",21,49,753,,,
18,097,36,059,NY,"Nassau County",21,37,761,,,
18,097,42,101,PA,"Philadelphia County",21,33,545,,,
18,097,17,113,IL,"Mclean County",20,31,692,,,
18,097,17,201,IL,"Winnebago County",20,32,849,,,
18,097,18,029,IN,"Dearborn County",20,29,500,,,
18,097,18,049,IN,"Fulton County",20,34,637,,,
18,097,18,117,IN,"Orange County",20,27,378,,,
18,097,19,153,IA,"Polk County",20,35,524,,,
18,097,26,049,MI,"Genesee County",20,33,546,,,
18,097,36,029,NY,"Erie County",20,38,1198,,,
18,097,36,103,NY,"Suffolk County",20,37,750,,,
18,097,51,710,VA,Norfolk,20,36,447,,,
18,097,39,151,OH,"Stark County",19,26,514,,,
18,097,02,020,AK,"Anchorage Borough",18,35,423,,,
18,097,08,013,CO,"Boulder County",18,20,288,,,
18,097,09,003,CT,"Hartford County",18,29,552,,,
18,097,17,119,IL,"Madison County",18,31,524,,,
18,097,17,197,IL,"Will County",18,34,571,,,
18,097,18,045,IN,"Fountain County",18,31,376,,,
18,097,27,037,MN,"Dakota County",18,42,748,,,
18,097,51,153,VA,"Prince William Count",18,43,1087,,,
18,097,06,065,CA,"Riverside County",17,29,401,,,
18,097,18,051,IN,"Gibson County",17,22,498,,,
18,097,18,179,IN,"Wells County",17,22,448,,,
18,097,26,139,MI,"Ottawa County",17,33,436,,,
18,097,29,077,MO,"Greene County",17,26,383,,,
18,097,29,183,MO,"St Charles County",17,30,512,,,
18,097,36,047,NY,"Kings County",17,25,386,,,
18,097,37,183,NC,"Wake County",17,30,634,,,
18,097,40,109,OK,"Oklahoma County",17,26,569,,,
18,097,42,091,PA,"Montgomery County",17,29,757,,,
18,097,48,121,TX,"Denton County",17,36,569,,,
18,097,12,117,FL,"Seminole County",16,21,431,,,
18,097,18,111,IN,"Newton County",16,23,341,,,
18,097,18,151,IN,"Steuben County",16,24,430,,,
18,097,19,163,IA,"Scott County",16,28,669,,,
18,097,25,025,MA,"Suffolk County",16,21,694,,,
18,097,26,145,MI,"Saginaw County",16,36,919,,,
18,097,32,031,NV,"Washoe County",16,32,635,,,
18,097,39,003,OH,"Allen County",16,26,419,,,
18,097,45,019,SC,"Charleston County",16,36,639,,,
18,097,09,009,CT,"New Haven County",15,25,756,,,
18,097,12,101,FL,"Pasco County",15,23,199,,,
18,097,17,163,IL,"St Clair County",15,27,608,,,
18,097,18,033,IN,"De Kalb County",15,15,270,,,
18,097,18,113,IN,"Noble County",15,22,258,,,
18,097,22,071,LA,"Orleans Parish",15,21,257,,,
18,097,36,119,NY,"Westchester County",15,29,853,,,
18,097,40,031,OK,"Comanche County",15,25,419,,,
18,097,40,143,OK,"Tulsa County",15,22,514,,,
18,097,47,093,TN,"Knox County",15,35,462,,,
18,097,47,125,TN,"Montgomery County",15,38,452,,,
18,097,01,073,AL,"Jefferson County",14,29,406,,,
18,097,06,095,CA,"Solano County",14,43,644,,,
18,097,08,059,CO,"Jefferson County",14,22,594,,,
18,097,09,001,CT,"Fairfield County",14,30,852,,,
18,097,18,007,IN,"Benton County",14,22,292,,,
18,097,18,183,IN,"Whitley County",14,17,257,,,
18,097,20,173,KS,"Sedgwick County",14,39,388,,,
18,097,21,227,KY,"Warren County",14,22,161,,,
18,097,31,055,NE,"Douglas County",14,20,269,,,
18,097,39,041,OH,"Delaware County",14,18,597,,,
18,097,42,077,PA,"Lehigh County",14,27,594,,,
18,097,51,013,VA,"Arlington County",14,17,560,,,
18,097,06,053,CA,"Monterey County",13,35,253,,,
18,097,08,069,CO,"Larimer County",13,19,353,,,
18,097,12,015,FL,"Charlotte County",13,17,228,,,
18,097,12,033,FL,"Escambia County",13,24,236,,,
18,097,12,083,FL,"Marion County",13,29,324,,,
18,097,12,091,FL,"Okaloosa County",13,31,248,,,
18,097,13,179,GA,"Liberty County",13,30,268,,,
18,097,13,215,GA,"Muscogee County",13,28,241,,,
18,097,17,045,IL,"Edgar County",13,24,263,,,
18,097,18,137,IN,"Ripley County",13,20,317,,,
18,097,21,015,KY,"Boone County",13,20,417,,,
18,097,24,003,MD,"Anne Arundel County",13,30,569,,,
18,097,27,123,MN,"Ramsey County",13,26,460,,,
18,097,36,067,NY,"Onondaga County",13,19,1018,,,
18,097,42,017,PA,"Bucks County",13,23,639,,,
18,097,45,013,SC,"Beaufort County",13,27,305,,,
18,097,45,045,SC,"Greenville County",13,21,368,,,
18,097,47,065,TN,"Hamilton County",13,21,396,,,
18,097,49,035,UT,"Salt Lake County",13,29,406,,,
18,097,51,700,VA,"Newport News",13,26,340,,,
18,097,06,075,CA,"San Francisco County",12,17,299,,,
18,097,12,069,FL,"Lake County",12,20,222,,,
18,097,12,073,FL,"Leon County",12,15,189,,,
18,097,17,099,IL,"La Salle County",12,14,202,,,
18,097,18,009,IN,"Blackford County",12,19,278,,,
18,097,21,185,KY,"Oldham County",12,20,551,,,
18,097,34,005,NJ,"Burlington County",12,21,346,,,
18,097,35,001,NM,"Bernalillo County",12,24,466,,,
18,097,36,055,NY,"Monroe County",12,23,556,,,
18,097,41,051,OR,"Multnomah County",12,14,315,,,
18,097,42,029,PA,"Chester County",12,28,803,,,
18,097,51,041,VA,"Chesterfield County",12,31,678,,,
18,097,51,550,VA,Chesapeake,12,30,306,,,
18,097,55,009,WI,"Brown County",12,29,7187,,,
18,097,06,111,CA,"Ventura County",11,20,306,,,
18,097,17,091,IL,"Kankakee County",11,20,428,,,
18,097,18,075,IN,"Jay County",11,12,239,,,
18,097,18,175,IN,"Washington County",11,17,173,,,
18,097,24,005,MD,"Baltimore County",11,22,489,,,
18,097,24,510,MD,Baltimore,11,19,333,,,
18,097,29,019,MO,"Boone County",11,14,159,,,
18,097,36,005,NY,"Bronx County",11,30,167,,,
18,097,39,093,OH,"Lorain County",11,17,536,,,
18,097,39,135,OH,"Preble County",11,19,282,,,
18,097,39,165,OH,"Warren County",11,27,466,,,
18,097,39,173,OH,"Wood County",11,15,333,,,
18,097,48,085,TX,"Collin County",11,22,609,,,
18,097,53,063,WA,"Spokane County",11,16,197,,,
18,097,55,133,WI,"Waukesha County",11,19,408,,,
18,097,06,019,CA,"Fresno County",10,21,343,,,
18,097,08,001,CO,"Adams County",10,27,359,,,
18,097,12,087,FL,"Monroe County",10,13,184,,,
18,097,12,111,FL,"St Lucie County",10,19,224,,,
18,097,13,063,GA,"Clayton County",10,19,265,,,
18,097,17,111,IL,"Mchenry County",10,18,481,,,
18,097,18,101,IN,"Martin County",10,13,229,,,
18,097,21,059,KY,"Daviess County",10,18,197,,,
18,097,21,125,KY,"Laurel County",10,23,211,,,
18,097,26,045,MI,"Eaton County",10,15,214,,,
18,097,34,003,NJ,"Bergen County",10,15,378,,,
18,097,34,027,NJ,"Morris County",10,18,375,,,
18,097,37,063,NC,"Durham County",10,15,405,,,
18,097,37,081,NC,"Guilford County",10,28,544,,,
18,097,39,089,OH,"Licking County",10,18,337,,,
18,097,39,099,OH,"Mahoning County",10,14,251,,,
18,097,42,129,PA,"Westmoreland County",10,22,465,,,
18,097,44,007,RI,"Providence County",10,19,229,,,
18,097,45,079,SC,"Richland County",10,17,351,,,
18,097,48,355,TX,"Nueces County",10,15,196,,,
18,097,48,441,TX,"Taylor County",10,21,393,,,
18,097,51,107,VA,"Loudoun County",10,24,409,,,
18,097,58,000,SS,"Other Flows - Same State",91,134,2063,,,
18,097,59,000,DS,"Other Flows - Diff State",2616,4910,73353,,,
18,097,59,001,DS,"Other Flows - Northeast",356,635,11251,,,
18,097,59,003,DS,"Other Flows - Midwest",785,1378,21400,,,
18,097,59,005,DS,"Other Flows - South",1199,2351,32223,,,
18,097,59,007,DS,"Other Flows - West",276,546,8479,,,
18,097,57,009,FR,"Foreign - Other flows",255,349,3660,,,
18,099,96,000,IN,"Marshall County Tot Mig-US & For",1035,2254,28513,,,
18,099,97,000,IN,"Marshall County Tot Mig-US",1035,2254,28513,,,
18,099,97,001,IN,"Marshall County Tot Mig-Same St",726,1558,19602,,,
18,099,97,003,IN,"Marshall County Tot Mig-Diff St",309,696,8912,,,
18,099,18,099,IN,"Marshall County Non-Migrants",15232,36567,561005,,,
18,099,18,141,IN,"St Joseph County",216,458,5855,,,
18,099,18,149,IN,"Starke County",144,305,3081,,,
18,099,18,039,IN,"Elkhart County",84,213,2305,,,
18,099,18,085,IN,"Kosciusko County",77,182,2080,,,
18,099,18,049,IN,"Fulton County",42,86,1070,,,
18,099,17,031,IL,"Cook County",36,91,1252,,,
18,099,18,089,IN,"Lake County",21,44,642,,,
18,099,18,091,IN,"La Porte County",19,37,520,,,
18,099,18,127,IN,"Porter County",14,25,484,,,
18,099,18,131,IN,"Pulaski County",13,22,247,,,
18,099,18,097,IN,"Marion County",11,16,447,,,
18,099,06,037,CA,"Los Angeles County",10,24,153,,,
18,099,18,157,IN,"Tippecanoe County",10,15,234,,,
18,099,58,000,SS,"Other Flows - Same State",75,155,2637,,,
18,099,59,000,DS,"Other Flows - Diff State",263,581,7507,,,
18,099,59,001,DS,"Other Flows - Northeast",25,60,1048,,,
18,099,59,003,DS,"Other Flows - Midwest",116,253,3687,,,
18,099,59,005,DS,"Other Flows - South",94,203,2315,,,
18,099,59,007,DS,"Other Flows - West",28,65,458,,,
18,101,96,000,IN,"Martin County Tot Mig-US & For",235,557,6287,,,
18,101,97,000,IN,"Martin County Tot Mig-US",235,557,6287,,,
18,101,97,001,IN,"Martin County Tot Mig-Same St",167,382,4532,,,
18,101,97,003,IN,"Martin County Tot Mig-Diff St",68,175,1754,,,
18,101,18,101,IN,"Martin County Non-Migrants",3774,8753,116416,,,
18,101,18,027,IN,"Daviess County",42,113,1143,,,
18,101,18,037,IN,"Dubois County",20,38,566,,,
18,101,18,093,IN,"Lawrence County",19,43,733,,,
18,101,18,055,IN,"Greene County",16,34,457,,,
18,101,18,117,IN,"Orange County",11,25,152,,,
18,101,58,000,SS,"Other Flows - Same State",59,129,1481,,,
18,101,59,000,DS,"Other Flows - Diff State",68,175,1754,,,
18,103,96,000,IN,"Miami County Tot Mig-US & For",740,1669,20559,,,
18,103,97,000,IN,"Miami County Tot Mig-US",740,1669,20559,,,
18,103,97,001,IN,"Miami County Tot Mig-Same St",516,1154,14344,,,
18,103,97,003,IN,"Miami County Tot Mig-Diff St",224,515,6215,,,
18,103,18,103,IN,"Miami County Non-Migrants",11471,26671,395925,,,
18,103,18,067,IN,"Howard County",122,271,4176,,,
18,103,18,169,IN,"Wabash County",71,162,1722,,,
18,103,18,017,IN,"Cass County",62,135,1502,,,
18,103,18,053,IN,"Grant County",49,116,1237,,,
18,103,18,049,IN,"Fulton County",43,94,1126,,,
18,103,18,097,IN,"Marion County",17,29,561,,,
18,103,18,003,IN,"Allen County",14,35,460,,,
18,103,18,085,IN,"Kosciusko County",14,37,339,,,
18,103,18,157,IN,"Tippecanoe County",11,12,197,,,
18,103,58,000,SS,"Other Flows - Same State",113,263,3023,,,
18,103,59,000,DS,"Other Flows - Diff State",224,515,6215,,,
18,103,59,001,DS,"Other Flows - Northeast",12,26,490,,,
18,103,59,003,DS,"Other Flows - Midwest",85,205,2743,,,
18,103,59,005,DS,"Other Flows - South",84,192,1662,,,
18,103,59,007,DS,"Other Flows - West",43,92,1320,,,
18,105,96,000,IN,"Monroe County Tot Mig-US & For",4046,6447,92682,,,
18,105,97,000,IN,"Monroe County Tot Mig-US",3690,6010,90975,,,
18,105,97,001,IN,"Monroe County Tot Mig-Same St",1948,3169,45393,,,
18,105,97,003,IN,"Monroe County Tot Mig-Diff St",1742,2841,45582,,,
18,105,98,000,IN,"Monroe County Tot Mig-Foreign",356,437,1707,,,
18,105,18,105,IN,"Monroe County Non-Migrants",33144,67758,1260753,,,
18,105,18,097,IN,"Marion County",314,471,7704,,,
18,105,18,093,IN,"Lawrence County",159,300,4117,,,
18,105,18,055,IN,"Greene County",142,299,3100,,,
18,105,18,119,IN,"Owen County",120,245,2717,,,
18,105,17,031,IL,"Cook County",103,151,2985,,,
18,105,18,013,IN,"Brown County",81,149,2133,,,
18,105,18,089,IN,"Lake County",71,86,1053,,,
18,105,18,109,IN,"Morgan County",67,137,1935,,,
18,105,18,003,IN,"Allen County",59,82,1474,,,
18,105,18,141,IN,"St Joseph County",58,65,822,,,
18,105,18,081,IN,"Johnson County",54,98,1847,,,
18,105,18,005,IN,"Bartholomew County",48,80,1260,,,
18,105,18,057,IN,"Hamilton County",46,76,1487,,,
18,105,18,163,IN,"Vanderburgh County",45,67,1065,,,
18,105,18,167,IN,"Vigo County",45,61,1090,,,
18,105,18,157,IN,"Tippecanoe County",39,67,774,,,
18,105,18,127,IN,"Porter County",30,48,726,,,
18,105,18,035,IN,"Delaware County",26,37,474,,,
18,105,06,037,CA,"Los Angeles County",25,43,738,,,
18,105,06,073,CA,"San Diego County",25,50,766,,,
18,105,18,063,IN,"Hendricks County",24,42,893,,,
18,105,18,039,IN,"Elkhart County",23,30,388,,,
18,105,48,201,TX,"Harris County",23,38,472,,,
18,105,18,071,IN,"Jackson County",22,36,530,,,
18,105,21,111,KY,"Jefferson County",22,35,674,,,
18,105,39,061,OH,"Hamilton County",22,34,670,,,
18,105,18,095,IN,"Madison County",21,27,436,,,
18,105,18,053,IN,"Grant County",20,25,224,,,
18,105,18,067,IN,"Howard County",19,23,257,,,
18,105,36,061,NY,"New York County",19,27,581,,,
18,105,39,049,OH,"Franklin County",19,30,556,,,
18,105,18,027,IN,"Daviess County",18,27,303,,,
18,105,57,005,FR,"Foreign - APO/FPO ZIPs",18,52,697,,,
18,105,18,021,IN,"Clay County",17,26,295,,,
18,105,25,017,MA,"Middlesex County",17,23,426,,,
18,105,26,161,MI,"Washtenaw County",17,34,619,,,
18,105,53,033,WA,"King County",17,24,395,,,
18,105,17,043,IL,"Du Page County",16,26,712,,,
18,105,18,011,IN,"Boone County",16,28,509,,,
18,105,18,091,IN,"La Porte County",16,18,140,,,
18,105,18,145,IN,"Shelby County",16,29,437,,,
18,105,18,037,IN,"Dubois County",14,17,339,,,
18,105,18,043,IN,"Floyd County",14,15,234,,,
18,105,18,117,IN,"Orange County",14,21,268,,,
18,105,29,189,MO,"St Louis County",14,18,249,,,
18,105,39,035,OH,"Cuyahoga County",14,21,356,,,
18,105,48,453,TX,"Travis County",14,20,370,,,
18,105,04,013,AZ,"Maricopa County",13,27,577,,,
18,105,06,075,CA,"San Francisco County",13,22,208,,,
18,105,18,101,IN,"Martin County",13,24,445,,,
18,105,26,125,MI,"Oakland County",13,18,680,,,
18,105,18,083,IN,"Knox County",12,16,158,,,
18,105,26,065,MI,"Ingham County",12,16,154,,,
18,105,36,047,NY,"Kings County",12,16,214,,,
18,105,12,011,FL,"Broward County",11,17,274,,,
18,105,18,031,IN,"Decatur County",11,13,192,,,
18,105,18,077,IN,"Jefferson County",11,15,265,,,
18,105,21,067,KY,"Fayette County",11,14,360,,,
18,105,24,031,MD,"Montgomery County",11,17,425,,,
18,105,27,053,MN,"Hennepin County",11,12,178,,,
18,105,51,059,VA,"Fairfax County",11,15,157,,,
18,105,06,059,CA,"Orange County",10,17,218,,,
18,105,08,041,CO,"El Paso County",10,22,224,,,
18,105,15,003,HI,"Honolulu County",10,16,193,,,
18,105,18,019,IN,"Clark County",10,19,186,,,
18,105,18,029,IN,"Dearborn County",10,11,150,,,
18,105,18,177,IN,"Wayne County",10,14,214,,,
18,105,19,103,IA,"Johnson County",10,22,283,,,
18,105,37,135,NC,"Orange County",10,13,116,,,
18,105,42,003,PA,"Allegheny County",10,13,279,,,
18,105,58,000,SS,"Other Flows - Same State",213,325,4753,,,
18,105,59,000,DS,"Other Flows - Diff State",1197,1990,30472,,,
18,105,59,001,DS,"Other Flows - Northeast",210,312,6503,,,
18,105,59,003,DS,"Other Flows - Midwest",356,581,8569,,,
18,105,59,005,DS,"Other Flows - South",431,746,11144,,,
18,105,59,007,DS,"Other Flows - West",200,351,4256,,,
18,105,57,009,FR,"Foreign - Other flows",338,385,1010,,,
18,107,96,000,IN,"Montgomery Coun Tot Mig-US & For",724,1507,20017,,,
18,107,97,000,IN,"Montgomery Coun Tot Mig-US",711,1492,19419,,,
18,107,97,001,IN,"Montgomery Coun Tot Mig-Same St",493,1014,12604,,,
18,107,97,003,IN,"Montgomery Coun Tot Mig-Diff St",218,478,6814,,,
18,107,98,000,IN,"Montgomery Coun Tot Mig-Foreign",13,15,598,,,
18,107,18,107,IN,"Montgomery Coun Non-Migrants",12389,28032,458561,,,
18,107,18,157,IN,"Tippecanoe County",89,208,2402,,,
18,107,18,045,IN,"Fountain County",64,132,1625,,,
18,107,18,097,IN,"Marion County",57,98,1376,,,
18,107,18,011,IN,"Boone County",49,102,1113,,,
18,107,18,133,IN,"Putnam County",42,94,843,,,
18,107,18,121,IN,"Parke County",22,34,387,,,
18,107,18,063,IN,"Hendricks County",15,40,535,,,
18,107,18,023,IN,"Clinton County",13,34,372,,,
18,107,58,000,SS,"Other Flows - Same State",142,272,3952,,,
18,107,59,000,DS,"Other Flows - Diff State",218,478,6814,,,
18,107,59,001,DS,"Other Flows - Northeast",19,45,463,,,
18,107,59,003,DS,"Other Flows - Midwest",74,169,2486,,,
18,107,59,005,DS,"Other Flows - South",88,172,2558,,,
18,107,59,007,DS,"Other Flows - West",37,92,1307,,,
18,107,57,009,FR,"Foreign - Other flows",13,15,598,,,
18,109,96,000,IN,"Morgan County Tot Mig-US & For",1625,3529,54216,,,
18,109,97,000,IN,"Morgan County Tot Mig-US",1625,3529,54216,,,
18,109,97,001,IN,"Morgan County Tot Mig-Same St",1326,2863,45322,,,
18,109,97,003,IN,"Morgan County Tot Mig-Diff St",299,666,8893,,,
18,109,18,109,IN,"Morgan County Non-Migrants",18176,43714,730230,,,
18,109,18,097,IN,"Marion County",634,1356,21709,,,
18,109,18,063,IN,"Hendricks County",199,448,7493,,,
18,109,18,081,IN,"Johnson County",135,310,5451,,,
18,109,18,105,IN,"Monroe County",81,143,2734,,,
18,109,18,057,IN,"Hamilton County",27,46,1106,,,
18,109,18,119,IN,"Owen County",27,51,553,,,
18,109,18,013,IN,"Brown County",26,75,860,,,
18,109,18,133,IN,"Putnam County",19,47,526,,,
18,109,18,011,IN,"Boone County",14,27,467,,,
18,109,06,001,CA,"Alameda County",12,38,635,,,
18,109,18,055,IN,"Greene County",12,29,174,,,
18,109,18,059,IN,"Hancock County",12,27,391,,,
18,109,18,157,IN,"Tippecanoe County",12,23,241,,,
18,109,18,167,IN,"Vigo County",11,23,350,,,
18,109,58,000,SS,"Other Flows - Same State",117,258,3267,,,
18,109,59,000,DS,"Other Flows - Diff State",287,628,8258,,,
18,109,59,001,DS,"Other Flows - Northeast",23,47,655,,,
18,109,59,003,DS,"Other Flows - Midwest",87,195,2806,,,
18,109,59,005,DS,"Other Flows - South",116,253,2965,,,
18,109,59,007,DS,"Other Flows - West",61,133,1832,,,
18,111,96,000,IN,"Newton County Tot Mig-US & For",360,822,10142,,,
18,111,97,000,IN,"Newton County Tot Mig-US",360,822,10142,,,
18,111,97,001,IN,"Newton County Tot Mig-Same St",264,614,7511,,,
18,111,97,003,IN,"Newton County Tot Mig-Diff St",96,208,2630,,,
18,111,18,111,IN,"Newton County Non-Migrants",4164,9943,134709,,,
18,111,18,089,IN,"Lake County",107,259,3468,,,
18,111,18,073,IN,"Jasper County",70,164,1940,,,
18,111,17,031,IL,"Cook County",26,54,951,,,
18,111,18,007,IN,"Benton County",16,34,371,,,
18,111,18,127,IN,"Porter County",15,35,452,,,
18,111,58,000,SS,"Other Flows - Same State",56,122,1280,,,
18,111,59,000,DS,"Other Flows - Diff State",70,154,1680,,,
18,113,96,000,IN,"Noble County Tot Mig-US & For",1242,2638,32266,,,
18,113,97,000,IN,"Noble County Tot Mig-US",1242,2638,32266,,,
18,113,97,001,IN,"Noble County Tot Mig-Same St",871,1763,23441,,,
18,113,97,003,IN,"Noble County Tot Mig-Diff St",371,875,8825,,,
